Sex;Provinces;Rates;Periodo;Total
Females;13 Ciudad Real;Unemployment rate;2022QII;24,09
Females;13 Ciudad Real;Unemployment rate;2022QI;24,96
Females;13 Ciudad Real;Unemployment rate;2021QIV;22,66
Females;13 Ciudad Real;Unemployment rate;2021QIII;21,38
Females;13 Ciudad Real;Unemployment rate;2021QII;23,53
Females;13 Ciudad Real;Unemployment rate;2021QI;27,73
Females;13 Ciudad Real;Employment rate;2023QIV;38,93
Females;13 Ciudad Real;Employment rate;2023QIII;39,68
Females;13 Ciudad Real;Employment rate;2023QII;39,53
Females;13 Ciudad Real;Employment rate;2023QI;36,03
Females;13 Ciudad Real;Employment rate;2022QIV;35,64
Females;13 Ciudad Real;Employment rate;2022QIII;35,72
Females;13 Ciudad Real;Employment rate;2022QII;36,49
Females;13 Ciudad Real;Employment rate;2022QI;35,14
Females;13 Ciudad Real;Employment rate;2021QIV;37,98
Females;13 Ciudad Real;Employment rate;2021QIII;38,51
Females;13 Ciudad Real;Employment rate;2021QII;36,84
Females;13 Ciudad Real;Employment rate;2021QI;34,48
Females;14 Córdoba;Activity rate;2023QIV;48,41
Females;14 Córdoba;Activity rate;2023QIII;47,66
Females;14 Córdoba;Activity rate;2023QII;49,24
Females;14 Córdoba;Activity rate;2023QI;49,19
Females;14 Córdoba;Activity rate;2022QIV;50,26
Females;14 Córdoba;Activity rate;2022QIII;50,64
Females;14 Córdoba;Activity rate;2022QII;50,58
Females;14 Córdoba;Activity rate;2022QI;50,25
Females;14 Córdoba;Activity rate;2021QIV;50,58
Females;14 Córdoba;Activity rate;2021QIII;51,61
Females;14 Córdoba;Activity rate;2021QII;50,11
Females;14 Córdoba;Activity rate;2021QI;49,68
Females;14 Córdoba;Unemployment rate;2023QIV;21,23
Females;14 Córdoba;Unemployment rate;2023QIII;22,44
Females;14 Córdoba;Unemployment rate;2023QII;27,23
Females;14 Córdoba;Unemployment rate;2023QI;21,34
Females;14 Córdoba;Unemployment rate;2022QIV;19,75
Females;14 Córdoba;Unemployment rate;2022QIII;24,96
Females;14 Córdoba;Unemployment rate;2022QII;26,11
Females;14 Córdoba;Unemployment rate;2022QI;21,61
Females;14 Córdoba;Unemployment rate;2021QIV;21,47
Females;14 Córdoba;Unemployment rate;2021QIII;28,97
Females;14 Córdoba;Unemployment rate;2021QII;27,92
Females;14 Córdoba;Unemployment rate;2021QI;26,25
Females;14 Córdoba;Employment rate;2023QIV;38,13
Females;14 Córdoba;Employment rate;2023QIII;36,96
Females;14 Córdoba;Employment rate;2023QII;35,83
Females;14 Córdoba;Employment rate;2023QI;38,69
Females;14 Córdoba;Employment rate;2022QIV;40,34
Females;14 Córdoba;Employment rate;2022QIII;38
Females;14 Córdoba;Employment rate;2022QII;37,37
Females;14 Córdoba;Employment rate;2022QI;39,39
Females;14 Córdoba;Employment rate;2021QIV;39,72
Females;14 Córdoba;Employment rate;2021QIII;36,66
Females;14 Córdoba;Employment rate;2021QII;36,12
Females;14 Córdoba;Employment rate;2021QI;36,64
Females;15 Coruña, A;Activity rate;2023QIV;49,79
Females;15 Coruña, A;Activity rate;2023QIII;50,01
Females;15 Coruña, A;Activity rate;2023QII;50,38
Females;15 Coruña, A;Activity rate;2023QI;49,76
Females;15 Coruña, A;Activity rate;2022QIV;50,53
Females;15 Coruña, A;Activity rate;2022QIII;51,1
Females;15 Coruña, A;Activity rate;2022QII;49,59
Females;15 Coruña, A;Activity rate;2022QI;48,23
Females;15 Coruña, A;Activity rate;2021QIV;48,43
Females;15 Coruña, A;Activity rate;2021QIII;47,58
Females;15 Coruña, A;Activity rate;2021QII;48,71
Females;15 Coruña, A;Activity rate;2021QI;48,34
Females;15 Coruña, A;Unemployment rate;2023QIV;8,98
Females;15 Coruña, A;Unemployment rate;2023QIII;9,35
Females;15 Coruña, A;Unemployment rate;2023QII;10,82
Females;15 Coruña, A;Unemployment rate;2023QI;10,97
Females;15 Coruña, A;Unemployment rate;2022QIV;10,56
Females;15 Coruña, A;Unemployment rate;2022QIII;9,96
Females;15 Coruña, A;Unemployment rate;2022QII;11,57
Females;15 Coruña, A;Unemployment rate;2022QI;11,33
Females;15 Coruña, A;Unemployment rate;2021QIV;11,55
Females;15 Coruña, A;Unemployment rate;2021QIII;8,29
Females;15 Coruña, A;Unemployment rate;2021QII;11,75
Females;15 Coruña, A;Unemployment rate;2021QI;13,49
Females;15 Coruña, A;Employment rate;2023QIV;45,31
Females;15 Coruña, A;Employment rate;2023QIII;45,33
Females;15 Coruña, A;Employment rate;2023QII;44,93
Females;15 Coruña, A;Employment rate;2023QI;44,3
Females;15 Coruña, A;Employment rate;2022QIV;45,19
Females;15 Coruña, A;Employment rate;2022QIII;46,01
Females;15 Coruña, A;Employment rate;2022QII;43,85
Females;15 Coruña, A;Employment rate;2022QI;42,76
Females;15 Coruña, A;Employment rate;2021QIV;42,84
Females;15 Coruña, A;Employment rate;2021QIII;43,64
Females;15 Coruña, A;Employment rate;2021QII;42,99
Females;15 Coruña, A;Employment rate;2021QI;41,82
Females;16 Cuenca;Activity rate;2023QIV;49,81
Females;16 Cuenca;Activity rate;2023QIII;50,32
Females;16 Cuenca;Activity rate;2023QII;51,63
Females;16 Cuenca;Activity rate;2023QI;49,11
Females;16 Cuenca;Activity rate;2022QIV;49,94
Females;16 Cuenca;Activity rate;2022QIII;49,98
Females;16 Cuenca;Activity rate;2022QII;49,82
Females;16 Cuenca;Activity rate;2022QI;47,58
Females;16 Cuenca;Activity rate;2021QIV;48,99
Females;16 Cuenca;Activity rate;2021QIII;50,31
Females;16 Cuenca;Activity rate;2021QII;46,74
Females;16 Cuenca;Activity rate;2021QI;44,35
Females;16 Cuenca;Unemployment rate;2023QIV;17,12
Females;16 Cuenca;Unemployment rate;2023QIII;13,09
Females;16 Cuenca;Unemployment rate;2023QII;14,72
Females;16 Cuenca;Unemployment rate;2023QI;17,53
Females;16 Cuenca;Unemployment rate;2022QIV;11,43
Females;16 Cuenca;Unemployment rate;2022QIII;13,19
Females;16 Cuenca;Unemployment rate;2022QII;11,36
Females;16 Cuenca;Unemployment rate;2022QI;11,61
Females;16 Cuenca;Unemployment rate;2021QIV;11,21
Females;16 Cuenca;Unemployment rate;2021QIII;16,09
Females;16 Cuenca;Unemployment rate;2021QII;15,51
Females;16 Cuenca;Unemployment rate;2021QI;20,91
Females;16 Cuenca;Employment rate;2023QIV;41,28
Females;16 Cuenca;Employment rate;2023QIII;43,73
Females;16 Cuenca;Employment rate;2023QII;44,03
Females;16 Cuenca;Employment rate;2023QI;40,5
Females;16 Cuenca;Employment rate;2022QIV;44,23
Females;16 Cuenca;Employment rate;2022QIII;43,39
Females;16 Cuenca;Employment rate;2022QII;44,15
Females;16 Cuenca;Employment rate;2022QI;42,05
Females;16 Cuenca;Employment rate;2021QIV;43,5
Females;16 Cuenca;Employment rate;2021QIII;42,21
Females;16 Cuenca;Employment rate;2021QII;39,49
Females;16 Cuenca;Employment rate;2021QI;35,07
Females;20 Gipuzkoa;Activity rate;2023QIV;54,44
Females;20 Gipuzkoa;Activity rate;2023QIII;55,6
Females;20 Gipuzkoa;Activity rate;2023QII;51,09
Females;20 Gipuzkoa;Activity rate;2023QI;51,16
Females;20 Gipuzkoa;Activity rate;2022QIV;50,91
Females;20 Gipuzkoa;Activity rate;2022QIII;50,75
Females;20 Gipuzkoa;Activity rate;2022QII;49,65
Females;20 Gipuzkoa;Activity rate;2022QI;51,58
Females;20 Gipuzkoa;Activity rate;2021QIV;52,92
Females;20 Gipuzkoa;Activity rate;2021QIII;53,76
Females;20 Gipuzkoa;Activity rate;2021QII;53,33
Females;20 Gipuzkoa;Activity rate;2021QI;54,41
Females;20 Gipuzkoa;Unemployment rate;2023QIV;6,15
Females;20 Gipuzkoa;Unemployment rate;2023QIII;10,67
Females;20 Gipuzkoa;Unemployment rate;2023QII;6,24
Females;20 Gipuzkoa;Unemployment rate;2023QI;9,92
Females;20 Gipuzkoa;Unemployment rate;2022QIV;10,43
Females;20 Gipuzkoa;Unemployment rate;2022QIII;7,07
Females;20 Gipuzkoa;Unemployment rate;2022QII;7,89
Females;20 Gipuzkoa;Unemployment rate;2022QI;9,53
Females;20 Gipuzkoa;Unemployment rate;2021QIV;7,87
Females;20 Gipuzkoa;Unemployment rate;2021QIII;10,91
Females;20 Gipuzkoa;Unemployment rate;2021QII;10,35
Females;20 Gipuzkoa;Unemployment rate;2021QI;10,95
Females;20 Gipuzkoa;Employment rate;2023QIV;51,09
Females;20 Gipuzkoa;Employment rate;2023QIII;49,66
Females;20 Gipuzkoa;Employment rate;2023QII;47,9
Females;20 Gipuzkoa;Employment rate;2023QI;46,08
Females;20 Gipuzkoa;Employment rate;2022QIV;45,61
Females;20 Gipuzkoa;Employment rate;2022QIII;47,16
Females;20 Gipuzkoa;Employment rate;2022QII;45,73
Females;20 Gipuzkoa;Employment rate;2022QI;46,66
Females;20 Gipuzkoa;Employment rate;2021QIV;48,75
Females;20 Gipuzkoa;Employment rate;2021QIII;47,9
Females;20 Gipuzkoa;Employment rate;2021QII;47,81
Females;20 Gipuzkoa;Employment rate;2021QI;48,46
Females;17 Girona;Activity rate;2023QIV;54,06
Females;17 Girona;Activity rate;2023QIII;57,99
Females;17 Girona;Activity rate;2023QII;55,97
Females;17 Girona;Activity rate;2023QI;56,32
Females;17 Girona;Activity rate;2022QIV;56,33
Females;17 Girona;Activity rate;2022QIII;57,82
Females;17 Girona;Activity rate;2022QII;60,17
Females;17 Girona;Activity rate;2022QI;58,45
Females;17 Girona;Activity rate;2021QIV;58,64
Females;17 Girona;Activity rate;2021QIII;60,23
Females;17 Girona;Activity rate;2021QII;58,24
Females;17 Girona;Activity rate;2021QI;58,7
Females;17 Girona;Unemployment rate;2023QIV;12,16
Females;17 Girona;Unemployment rate;2023QIII;8,82
Females;17 Girona;Unemployment rate;2023QII;9
Females;17 Girona;Unemployment rate;2023QI;12,62
Females;17 Girona;Unemployment rate;2022QIV;9,09
Females;17 Girona;Unemployment rate;2022QIII;8,16
Females;17 Girona;Unemployment rate;2022QII;8,55
Females;17 Girona;Unemployment rate;2022QI;10,66
Females;17 Girona;Unemployment rate;2021QIV;12,26
Females;17 Girona;Unemployment rate;2021QIII;11,79
Females;17 Girona;Unemployment rate;2021QII;15,22
Females;17 Girona;Unemployment rate;2021QI;15,67
Females;17 Girona;Employment rate;2023QIV;47,48
Females;17 Girona;Employment rate;2023QIII;52,87
Females;17 Girona;Employment rate;2023QII;50,94
Females;17 Girona;Employment rate;2023QI;49,21
Females;17 Girona;Employment rate;2022QIV;51,21
Females;17 Girona;Employment rate;2022QIII;53,1
Females;17 Girona;Employment rate;2022QII;55,03
Females;17 Girona;Employment rate;2022QI;52,22
Females;17 Girona;Employment rate;2021QIV;51,46
Females;17 Girona;Employment rate;2021QIII;53,13
Females;17 Girona;Employment rate;2021QII;49,37
Females;17 Girona;Employment rate;2021QI;49,51
Females;18 Granada;Activity rate;2023QIV;53,62
Females;18 Granada;Activity rate;2023QIII;55,23
Females;18 Granada;Activity rate;2023QII;52,21
Females;18 Granada;Activity rate;2023QI;51,21
Females;18 Granada;Activity rate;2022QIV;49,16
Females;18 Granada;Activity rate;2022QIII;52,04
Females;18 Granada;Activity rate;2022QII;52,42
Females;18 Granada;Activity rate;2022QI;49,91
Females;18 Granada;Activity rate;2021QIV;50,81
Females;18 Granada;Activity rate;2021QIII;51,2
Females;18 Granada;Activity rate;2021QII;51,94
Females;18 Granada;Activity rate;2021QI;49,09
Females;18 Granada;Unemployment rate;2023QIV;23,97
Females;18 Granada;Unemployment rate;2023QIII;25,46
Females;18 Granada;Unemployment rate;2023QII;21,59
Females;18 Granada;Unemployment rate;2023QI;25,75
Females;18 Granada;Unemployment rate;2022QIV;21,79
Females;18 Granada;Unemployment rate;2022QIII;25,49
Females;18 Granada;Unemployment rate;2022QII;25,15
Females;18 Granada;Unemployment rate;2022QI;20,31
Females;18 Granada;Unemployment rate;2021QIV;19,98
Females;18 Granada;Unemployment rate;2021QIII;21,13
Females;18 Granada;Unemployment rate;2021QII;25,65
Females;18 Granada;Unemployment rate;2021QI;24,72
Females;18 Granada;Employment rate;2023QIV;40,77
Females;18 Granada;Employment rate;2023QIII;41,17
Females;18 Granada;Employment rate;2023QII;40,94
Females;18 Granada;Employment rate;2023QI;38,03
Females;18 Granada;Employment rate;2022QIV;38,45
Females;18 Granada;Employment rate;2022QIII;38,77
Females;18 Granada;Employment rate;2022QII;39,24
Females;18 Granada;Employment rate;2022QI;39,77
Females;18 Granada;Employment rate;2021QIV;40,65
Females;18 Granada;Employment rate;2021QIII;40,38
Females;18 Granada;Employment rate;2021QII;38,61
Females;18 Granada;Employment rate;2021QI;36,95
Females;19 Guadalajara;Activity rate;2023QIV;60,96
Females;19 Guadalajara;Activity rate;2023QIII;58,62
Females;19 Guadalajara;Activity rate;2023QII;60,14
Females;19 Guadalajara;Activity rate;2023QI;60,52
Females;19 Guadalajara;Activity rate;2022QIV;60,98
Females;19 Guadalajara;Activity rate;2022QIII;56,64
Females;19 Guadalajara;Activity rate;2022QII;56,42
Females;19 Guadalajara;Activity rate;2022QI;54,4
Females;19 Guadalajara;Activity rate;2021QIV;54,62
Females;19 Guadalajara;Activity rate;2021QIII;56,07
Females;19 Guadalajara;Activity rate;2021QII;54,48
Females;19 Guadalajara;Activity rate;2021QI;54,45
Females;19 Guadalajara;Unemployment rate;2023QIV;12,7
Females;19 Guadalajara;Unemployment rate;2023QIII;11,56
Females;19 Guadalajara;Unemployment rate;2023QII;9,36
Females;19 Guadalajara;Unemployment rate;2023QI;11,55
Females;19 Guadalajara;Unemployment rate;2022QIV;11,54
Females;19 Guadalajara;Unemployment rate;2022QIII;13,02
Females;19 Guadalajara;Unemployment rate;2022QII;14,62
Females;19 Guadalajara;Unemployment rate;2022QI;11,15
Females;19 Guadalajara;Unemployment rate;2021QIV;14,42
Females;19 Guadalajara;Unemployment rate;2021QIII;14,21
Females;19 Guadalajara;Unemployment rate;2021QII;17,91
Females;19 Guadalajara;Unemployment rate;2021QI;14,8
Females;19 Guadalajara;Employment rate;2023QIV;53,22
Females;19 Guadalajara;Employment rate;2023QIII;51,84
Females;19 Guadalajara;Employment rate;2023QII;54,51
Females;19 Guadalajara;Employment rate;2023QI;53,53
Females;19 Guadalajara;Employment rate;2022QIV;53,94
Females;19 Guadalajara;Employment rate;2022QIII;49,27
Females;19 Guadalajara;Employment rate;2022QII;48,17
Females;19 Guadalajara;Employment rate;2022QI;48,34
Females;19 Guadalajara;Employment rate;2021QIV;46,75
Females;19 Guadalajara;Employment rate;2021QIII;48,1
Females;19 Guadalajara;Employment rate;2021QII;44,73
Females;19 Guadalajara;Employment rate;2021QI;46,39
Females;21 Huelva;Activity rate;2023QIV;51,63
Females;21 Huelva;Activity rate;2023QIII;52,4
Females;21 Huelva;Activity rate;2023QII;54,73
Females;21 Huelva;Activity rate;2023QI;49,72
Females;21 Huelva;Activity rate;2022QIV;50,78
Females;21 Huelva;Activity rate;2022QIII;48,01
Females;21 Huelva;Activity rate;2022QII;52,95
Females;21 Huelva;Activity rate;2022QI;49,17
Females;21 Huelva;Activity rate;2021QIV;49,49
Females;21 Huelva;Activity rate;2021QIII;47,44
Females;21 Huelva;Activity rate;2021QII;50,06
Females;21 Huelva;Activity rate;2021QI;45,69
Females;21 Huelva;Unemployment rate;2023QIV;26,29
Females;21 Huelva;Unemployment rate;2023QIII;21,25
Females;21 Huelva;Unemployment rate;2023QII;16,04
Females;21 Huelva;Unemployment rate;2023QI;20,96
Females;21 Huelva;Unemployment rate;2022QIV;31,47
Females;21 Huelva;Unemployment rate;2022QIII;19,91
Females;21 Huelva;Unemployment rate;2022QII;14,78
Females;21 Huelva;Unemployment rate;2022QI;20,61
Females;21 Huelva;Unemployment rate;2021QIV;22,71
Females;21 Huelva;Unemployment rate;2021QIII;31,1
Females;21 Huelva;Unemployment rate;2021QII;16,29
Females;21 Huelva;Unemployment rate;2021QI;27,7
Females;21 Huelva;Employment rate;2023QIV;38,06
Females;21 Huelva;Employment rate;2023QIII;41,27
Females;21 Huelva;Employment rate;2023QII;45,95
Females;21 Huelva;Employment rate;2023QI;39,3
Females;21 Huelva;Employment rate;2022QIV;34,8
Females;21 Huelva;Employment rate;2022QIII;38,46
Females;21 Huelva;Employment rate;2022QII;45,12
Females;21 Huelva;Employment rate;2022QI;39,03
Females;21 Huelva;Employment rate;2021QIV;38,25
Females;21 Huelva;Employment rate;2021QIII;32,69
Females;21 Huelva;Employment rate;2021QII;41,91
Females;21 Huelva;Employment rate;2021QI;33,04
Females;22 Huesca;Activity rate;2023QIV;51,41
Females;22 Huesca;Activity rate;2023QIII;51,18
Females;22 Huesca;Activity rate;2023QII;50,7
Females;22 Huesca;Activity rate;2023QI;51,64
Females;22 Huesca;Activity rate;2022QIV;50,6
Females;22 Huesca;Activity rate;2022QIII;54,07
Females;22 Huesca;Activity rate;2022QII;54,03
Females;22 Huesca;Activity rate;2022QI;53,25
Females;22 Huesca;Activity rate;2021QIV;54,62
Females;22 Huesca;Activity rate;2021QIII;57,28
Females;22 Huesca;Activity rate;2021QII;53,63
Females;22 Huesca;Activity rate;2021QI;50,62
Females;22 Huesca;Unemployment rate;2023QIV;12,94
Females;22 Huesca;Unemployment rate;2023QIII;8,53
Females;22 Huesca;Unemployment rate;2023QII;9,16
Females;22 Huesca;Unemployment rate;2023QI;8,87
Females;22 Huesca;Unemployment rate;2022QIV;10,54
Females;22 Huesca;Unemployment rate;2022QIII;11,27
Females;22 Huesca;Unemployment rate;2022QII;13,21
Females;22 Huesca;Unemployment rate;2022QI;9,93
Females;22 Huesca;Unemployment rate;2021QIV;8,94
Females;22 Huesca;Unemployment rate;2021QIII;9,16
Females;22 Huesca;Unemployment rate;2021QII;10,13
Females;22 Huesca;Unemployment rate;2021QI;10,43
Females;22 Huesca;Employment rate;2023QIV;44,76
Females;22 Huesca;Employment rate;2023QIII;46,82
Females;22 Huesca;Employment rate;2023QII;46,06
Females;22 Huesca;Employment rate;2023QI;47,06
Females;22 Huesca;Employment rate;2022QIV;45,27
Females;22 Huesca;Employment rate;2022QIII;47,98
Females;22 Huesca;Employment rate;2022QII;46,9
Females;22 Huesca;Employment rate;2022QI;47,97
Females;22 Huesca;Employment rate;2021QIV;49,73
Females;22 Huesca;Employment rate;2021QIII;52,04
Females;22 Huesca;Employment rate;2021QII;48,2
Females;22 Huesca;Employment rate;2021QI;45,34
Females;23 Jaén;Activity rate;2023QIV;46,57
Females;23 Jaén;Activity rate;2023QIII;44,5
Females;23 Jaén;Activity rate;2023QII;44,88
Females;23 Jaén;Activity rate;2023QI;43,84
Females;23 Jaén;Activity rate;2022QIV;43,63
Females;23 Jaén;Activity rate;2022QIII;44,55
Females;23 Jaén;Activity rate;2022QII;44,05
Females;23 Jaén;Activity rate;2022QI;44,89
Females;23 Jaén;Activity rate;2021QIV;46,39
Females;23 Jaén;Activity rate;2021QIII;45,13
Females;23 Jaén;Activity rate;2021QII;43,36
Females;23 Jaén;Activity rate;2021QI;44,36
Females;23 Jaén;Unemployment rate;2023QIV;24,57
Females;23 Jaén;Unemployment rate;2023QIII;25,32
Females;23 Jaén;Unemployment rate;2023QII;18,79
Females;23 Jaén;Unemployment rate;2023QI;16,37
Females;23 Jaén;Unemployment rate;2022QIV;20,62
Females;23 Jaén;Unemployment rate;2022QIII;27,43
Females;23 Jaén;Unemployment rate;2022QII;27,5
Females;23 Jaén;Unemployment rate;2022QI;24,04
Females;23 Jaén;Unemployment rate;2021QIV;27,6
Females;23 Jaén;Unemployment rate;2021QIII;29,35
Females;23 Jaén;Unemployment rate;2021QII;29,78
Females;23 Jaén;Unemployment rate;2021QI;26,97
Females;23 Jaén;Employment rate;2023QIV;35,13
Females;23 Jaén;Employment rate;2023QIII;33,23
Females;23 Jaén;Employment rate;2023QII;36,45
Females;23 Jaén;Employment rate;2023QI;36,66
Females;23 Jaén;Employment rate;2022QIV;34,63
Females;23 Jaén;Employment rate;2022QIII;32,33
Females;23 Jaén;Employment rate;2022QII;31,93
Females;23 Jaén;Employment rate;2022QI;34,1
Females;23 Jaén;Employment rate;2021QIV;33,59
Females;23 Jaén;Employment rate;2021QIII;31,89
Females;23 Jaén;Employment rate;2021QII;30,44
Females;23 Jaén;Employment rate;2021QI;32,39
Females;24 León;Activity rate;2023QIV;46,11
Females;24 León;Activity rate;2023QIII;46,75
Females;24 León;Activity rate;2023QII;46,39
Females;24 León;Activity rate;2023QI;47,51
Females;24 León;Activity rate;2022QIV;48,13
Females;24 León;Activity rate;2022QIII;49,28
Females;24 León;Activity rate;2022QII;49,94
Females;24 León;Activity rate;2022QI;48,91
Females;24 León;Activity rate;2021QIV;46,85
Females;24 León;Activity rate;2021QIII;47,61
Females;24 León;Activity rate;2021QII;44,94
Females;24 León;Activity rate;2021QI;43,35
Females;24 León;Unemployment rate;2023QIV;13,83
Females;24 León;Unemployment rate;2023QIII;13
Females;24 León;Unemployment rate;2023QII;10,17
Females;24 León;Unemployment rate;2023QI;13,17
Females;24 León;Unemployment rate;2022QIV;8,4
Females;24 León;Unemployment rate;2022QIII;11,59
Females;24 León;Unemployment rate;2022QII;10,7
Females;24 León;Unemployment rate;2022QI;13,62
Females;24 León;Unemployment rate;2021QIV;11,54
Females;24 León;Unemployment rate;2021QIII;11,55
Females;24 León;Unemployment rate;2021QII;17,2
Females;24 León;Unemployment rate;2021QI;15,83
Females;24 León;Employment rate;2023QIV;39,73
Females;24 León;Employment rate;2023QIII;40,68
Females;24 León;Employment rate;2023QII;41,68
Females;24 León;Employment rate;2023QI;41,25
Females;24 León;Employment rate;2022QIV;44,09
Females;24 León;Employment rate;2022QIII;43,56
Females;24 León;Employment rate;2022QII;44,6
Females;24 León;Employment rate;2022QI;42,25
Females;24 León;Employment rate;2021QIV;41,44
Females;24 León;Employment rate;2021QIII;42,11
Females;24 León;Employment rate;2021QII;37,22
Females;24 León;Employment rate;2021QI;36,49
Females;25 Lleida;Activity rate;2023QIV;53,7
Females;25 Lleida;Activity rate;2023QIII;56,53
Females;25 Lleida;Activity rate;2023QII;52,69
Females;25 Lleida;Activity rate;2023QI;50,36
Females;25 Lleida;Activity rate;2022QIV;54,25
Females;25 Lleida;Activity rate;2022QIII;54,12
Females;25 Lleida;Activity rate;2022QII;54,57
Females;25 Lleida;Activity rate;2022QI;53,41
Females;25 Lleida;Activity rate;2021QIV;56,57
Females;25 Lleida;Activity rate;2021QIII;57,11
Females;25 Lleida;Activity rate;2021QII;56,22
Females;25 Lleida;Activity rate;2021QI;59,59
Females;25 Lleida;Unemployment rate;2023QIV;6,24
Females;25 Lleida;Unemployment rate;2023QIII;10,11
Females;25 Lleida;Unemployment rate;2023QII;9,58
Females;25 Lleida;Unemployment rate;2023QI;7,85
Females;25 Lleida;Unemployment rate;2022QIV;10,23
Females;25 Lleida;Unemployment rate;2022QIII;11,7
Females;25 Lleida;Unemployment rate;2022QII;12,13
Females;25 Lleida;Unemployment rate;2022QI;8,42
Females;25 Lleida;Unemployment rate;2021QIV;13,98
Females;25 Lleida;Unemployment rate;2021QIII;14,02
Females;25 Lleida;Unemployment rate;2021QII;10,55
Females;25 Lleida;Unemployment rate;2021QI;15,46
Females;25 Lleida;Employment rate;2023QIV;50,35
Females;25 Lleida;Employment rate;2023QIII;50,81
Females;25 Lleida;Employment rate;2023QII;47,64
Females;25 Lleida;Employment rate;2023QI;46,41
Females;25 Lleida;Employment rate;2022QIV;48,7
Females;25 Lleida;Employment rate;2022QIII;47,79
Females;25 Lleida;Employment rate;2022QII;47,95
Females;25 Lleida;Employment rate;2022QI;48,91
Females;25 Lleida;Employment rate;2021QIV;48,66
Females;25 Lleida;Employment rate;2021QIII;49,1
Females;25 Lleida;Employment rate;2021QII;50,29
Females;25 Lleida;Employment rate;2021QI;50,37
Females;27 Lugo;Activity rate;2023QIV;49,47
Females;27 Lugo;Activity rate;2023QIII;50,26
Females;27 Lugo;Activity rate;2023QII;51,16
Females;27 Lugo;Activity rate;2023QI;50,64
Females;27 Lugo;Activity rate;2022QIV;49,83
Females;27 Lugo;Activity rate;2022QIII;48,62
Females;27 Lugo;Activity rate;2022QII;50,68
Females;27 Lugo;Activity rate;2022QI;48,32
Females;27 Lugo;Activity rate;2021QIV;47,25
Females;27 Lugo;Activity rate;2021QIII;49,89
Females;27 Lugo;Activity rate;2021QII;48,75
Females;27 Lugo;Activity rate;2021QI;48,84
Females;27 Lugo;Unemployment rate;2023QIV;8,11
Females;27 Lugo;Unemployment rate;2023QIII;10,1
Females;27 Lugo;Unemployment rate;2023QII;8,58
Females;27 Lugo;Unemployment rate;2023QI;9,65
Females;27 Lugo;Unemployment rate;2022QIV;9,07
Females;27 Lugo;Unemployment rate;2022QIII;7,81
Females;27 Lugo;Unemployment rate;2022QII;9,19
Females;27 Lugo;Unemployment rate;2022QI;9,61
Females;27 Lugo;Unemployment rate;2021QIV;7,98
Females;27 Lugo;Unemployment rate;2021QIII;7,6
Females;27 Lugo;Unemployment rate;2021QII;9,97
Females;27 Lugo;Unemployment rate;2021QI;8,98
Females;27 Lugo;Employment rate;2023QIV;45,45
Females;27 Lugo;Employment rate;2023QIII;45,18
Females;27 Lugo;Employment rate;2023QII;46,77
Females;27 Lugo;Employment rate;2023QI;45,76
Females;27 Lugo;Employment rate;2022QIV;45,31
Females;27 Lugo;Employment rate;2022QIII;44,83
Females;27 Lugo;Employment rate;2022QII;46,02
Females;27 Lugo;Employment rate;2022QI;43,68
Females;27 Lugo;Employment rate;2021QIV;43,48
Females;27 Lugo;Employment rate;2021QIII;46,1
Females;27 Lugo;Employment rate;2021QII;43,89
Females;27 Lugo;Employment rate;2021QI;44,45
Females;28 Madrid;Activity rate;2023QIV;59,7
Females;28 Madrid;Activity rate;2023QIII;59,07
Females;28 Madrid;Activity rate;2023QII;59,04
Females;28 Madrid;Activity rate;2023QI;59,88
Females;28 Madrid;Activity rate;2022QIV;59,31
Females;28 Madrid;Activity rate;2022QIII;58,34
Females;28 Madrid;Activity rate;2022QII;59,33
Females;28 Madrid;Activity rate;2022QI;59,68
Females;28 Madrid;Activity rate;2021QIV;58,72
Females;28 Madrid;Activity rate;2021QIII;59,93
Females;28 Madrid;Activity rate;2021QII;60,11
Females;28 Madrid;Activity rate;2021QI;59,55
Females;28 Madrid;Unemployment rate;2023QIV;10,56
Females;28 Madrid;Unemployment rate;2023QIII;12,61
Females;28 Madrid;Unemployment rate;2023QII;11,21
Females;28 Madrid;Unemployment rate;2023QI;12,09
Females;28 Madrid;Unemployment rate;2022QIV;13,49
Females;28 Madrid;Unemployment rate;2022QIII;13,28
Females;28 Madrid;Unemployment rate;2022QII;11,36
Females;28 Madrid;Unemployment rate;2022QI;13,44
Females;28 Madrid;Unemployment rate;2021QIV;10,96
Females;28 Madrid;Unemployment rate;2021QIII;12,57
Females;28 Madrid;Unemployment rate;2021QII;12,78
Females;28 Madrid;Unemployment rate;2021QI;13,54
Females;28 Madrid;Employment rate;2023QIV;53,39
Females;28 Madrid;Employment rate;2023QIII;51,62
Females;28 Madrid;Employment rate;2023QII;52,42
Females;28 Madrid;Employment rate;2023QI;52,64
Females;28 Madrid;Employment rate;2022QIV;51,3
Females;28 Madrid;Employment rate;2022QIII;50,6
Females;28 Madrid;Employment rate;2022QII;52,59
Females;28 Madrid;Employment rate;2022QI;51,66
Females;28 Madrid;Employment rate;2021QIV;52,28
Females;28 Madrid;Employment rate;2021QIII;52,4
Females;28 Madrid;Employment rate;2021QII;52,43
Females;28 Madrid;Employment rate;2021QI;51,49
Females;29 Málaga;Activity rate;2023QIV;53,75
Females;29 Málaga;Activity rate;2023QIII;54,49
Females;29 Málaga;Activity rate;2023QII;54,08
